parameter,value
"Total consumption",6713.925
"Sum of all exports",1047.57
"Sum of all respiratory flows",2396.907
"Sum of all flows into detritus",3710.698
"Total system throughput",13869.1
"Sum of all production",5111.577
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.000673908
"Calculated total net primary production",3388.622
"Total primary production/total respiration",1.413748
"Net system production",991.7146
"Total primary production/total biomass",7.86169
"Total biomass/total throughput",0.03107842
"Total biomass (excluding detritus)",431.0297
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2003345
"Total market value",2.14144
"Total shadow value",0.0769242
"Total value",2.218364
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5052127
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.035438
