parameter,value
"Total consumption",6812.984
"Sum of all exports",1094.399
"Sum of all respiratory flows",2448.671
"Sum of all flows into detritus",3874.25
"Total system throughput",14230.3
"Sum of all production",5217.077
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006547833
"Calculated total net primary production",3487.596
"Total primary production/total respiration",1.424281
"Net system production",1038.924
"Total primary production/total biomass",8.101877
"Total biomass/total throughput",0.03025006
"Total biomass (excluding detritus)",430.4676
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001746
"Total market value",2.14144
"Total shadow value",0.07101995
"Total value",2.21246
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4993085
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.032829
