parameter,value
"Total consumption",6711.844
"Sum of all exports",1136.132
"Sum of all respiratory flows",2397.542
"Sum of all flows into detritus",3870.004
"Total system throughput",14115.52
"Sum of all production",5199.174
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006563474
"Calculated total net primary production",3479.285
"Total primary production/total respiration",1.451188
"Net system production",1081.743
"Total primary production/total biomass",8.156539
"Total biomass/total throughput",0.03021949
"Total biomass (excluding detritus)",426.5638
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.200496
"Total market value",2.14144
"Total shadow value",0.07037158
"Total value",2.211812
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4986602
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.03139
