parameter,value
"Total consumption",6847.027
"Sum of all exports",1088.447
"Sum of all respiratory flows",2464.131
"Sum of all flows into detritus",3825.071
"Total system throughput",14224.68
"Sum of all production",5232.933
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006527313
"Calculated total net primary production",3498.56
"Total primary production/total respiration",1.419795
"Net system production",1034.429
"Total primary production/total biomass",8.131866
"Total biomass/total throughput",0.03024522
"Total biomass (excluding detritus)",430.2284
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2000863
"Total market value",2.14144
"Total shadow value",0.07165359
"Total value",2.213094
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4999422
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.03266
