parameter,value
"Total consumption",6859.59
"Sum of all exports",1131.891
"Sum of all respiratory flows",2466.682
"Sum of all flows into detritus",3892.278
"Total system throughput",14350.44
"Sum of all production",5282.586
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006444784
"Calculated total net primary production",3543.361
"Total primary production/total respiration",1.436489
"Net system production",1076.679
"Total primary production/total biomass",8.184905
"Total biomass/total throughput",0.0301673
"Total biomass (excluding detritus)",432.9141
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2000883
"Total market value",2.14144
"Total shadow value",0.07386284
"Total value",2.215303
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5021514
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034002
