parameter,value
"Total consumption",6631.736
"Sum of all exports",1146.716
"Sum of all respiratory flows",2335.19
"Sum of all flows into detritus",3855.954
"Total system throughput",13969.6
"Sum of all production",5160.412
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006664766
"Calculated total net primary production",3426.406
"Total primary production/total respiration",1.467292
"Net system production",1091.216
"Total primary production/total biomass",8.025092
"Total biomass/total throughput",0.03056363
"Total biomass (excluding detritus)",426.9616
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2003004
"Total market value",2.14144
"Total shadow value",0.07198562
"Total value",2.213426
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5002743
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.032597
