GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009928137,0.0505121,6.148779,0,0.008214981,0,0,0,0,0.0505121,1
2,Salmon_sharks,0.2203749,0.1025314,5.804937,0.5077512,0.01766278,0.05206042,0,0,0,0.05047093,0.4922488
3,Resident_orca,0.0149431,0.04991913,8.723627,0,0.00572229,0,0,0,0,0.04991913,1
4,Sleeper_sharks,0.1085509,0.0702561,3.62914,0,0.01935888,0,0,0,0,0.0702561,1
5,Halibut,0.6637173,0.3206781,1.724072,0.2543377,0.1860004,0.02583106,0.05572948,0,0,0.2391175,0.9194486
6,Pinnipeds,0.07269207,0.06019817,25.23857,0.8056512,0.002385166,0.009076327,0.0394224,0,0,0.01169944,0.8492259
7,Porpoise,0.01542263,0.1522016,28.49303,0.8937632,0.005341711,0.0002611694,0.135771,0,0,0.01616941,0.998284
8,Lingcod,0.07560717,0.5916141,3.289845,0.8623387,0.1798304,0.02100925,0.4891625,0,0,0.08144239,0.9644883
9,Arrowtooth_L,3.837578,0.2552422,1.474937,0.1359065,0.173053,0.0003804202,0.03430865,0,0,0.2205532,0.9985096
10,Salmon_L,3.464384,1.534958,11.46935,0.6657477,0.1338314,0.5367534,0.4851415,0,0,0.5130633,0.650314
11,Pacific_cod,0.293832,1.198586,3.86212,0.6990363,0.310344,0.2258171,0.6120378,0,0,0.3607308,0.811597
12,Sablefish,0.4712317,0.5799026,6.51023,0.8393959,0.08907559,0.03970511,0.4470627,0,0,0.09313475,0.9315314
13,Arrowtooth_S,0.2354657,0.2127448,3.334047,0.9795134,0.06380977,0,0.2083864,0,0,0.004358416,1
14,Spiny_dogfish,0.1619236,0.09009,3.037474,0.7115181,0.02965952,0,0.06410067,0,0,0.02598933,1
15,Avian_raptors,0.003249253,0.05149771,36.49593,0,0.001411053,0,0,0,0,0.05149771,1
16,Octopods,0.1610624,3.033279,11.55101,0.935288,0.2625985,0.001434769,2.835555,0,0,0.1962897,0.999527
17,Seabirds,0.02144777,0.1673703,151.0477,0.6924936,0.001108063,0,0.1159029,0,0,0.05146744,1
18,Deep_demersals,1.012276,0.9877557,3.310466,0.9476135,0.2983736,0.002669109,0.9333415,0,0,0.05174509,0.9972978
19,Pollock_L,4.86666,1.264293,2.635707,0.5870391,0.4796789,0.03348169,0.7087076,0,0,0.5221036,0.9735175
20,Rockfish,1.045832,0.3003816,3.488776,0.7674869,0.08609943,0.01310826,0.2174307,0,0,0.06984265,0.9563613
21,Baleen_whales,0.1515415,0.05038739,10.6399,0.07614704,0.0047357,0,0.00383685,0,0,0.04655054,1
22,Salmon_fry_S,0.7976292,2.146046,26.08229,0.1682218,0.08227982,0,0.3610118,0,0,1.785034,1
23,Nshore_demersal,4.084308,1.007751,4.311937,0.8016225,0.233712,3.934331E-05,0.8077967,0,0,0.1999152,0.999961
24,Squids,3.042948,3.005308,15.44585,0.916333,0.1945705,3.851676E-05,2.753824,0,0,0.2514452,0.9999872
25,Eulachon,1.093081,2.620061,17.65083,0.6359339,0.1484384,0.0001195276,1.666066,0,0,0.9538752,0.9999544
26,Sea_otters,0.04204947,0.1308056,118.4274,0.00531782,0.001104521,4.221789E-06,0.0006913786,0,0,0.13011,0.9999678
27,Deep_epibenthos,30.19316,2.999635,9.942635,0.9329053,0.3016942,0.0001548298,2.79822,0,0,0.2012597,0.9999484
28,Capelin,0.4363456,3.432214,17.7009,0.5657974,0.1939005,0.0001471102,1.941791,0,0,1.490276,0.9999571
29,Herring_L,2.95606,0.4070986,3.425398,0.9265437,0.1188471,0.0003567963,0.3768378,0,0,0.02990395,0.9991236
30,Pollock_S,0.5764093,2.350123,7.491631,0.4115092,0.3136998,0,0.9670972,0,0,1.383026,1
31,Invert_eat_seaduck,0.0002742386,0.2019582,146.4068,0.7260063,0.001379432,0,0.1466229,0,0,0.05533529,1
32,Oystercatchers,0.0003084096,0.2948527,149.1543,0.9128584,0.001976831,0,0.2691588,0,0,0.02569395,1
33,Sandlance,0.5952241,2.004382,17.86636,0.7246017,0.1121875,0,1.452379,0,0,0.5520035,1
34,Sunflower_stars,0.3635738,1.983187,10.2523,0.9628608,0.1934383,0,1.909533,0,0,0.07365406,1
35,Pisaster_Evasterias,0.9784775,1.970173,10.11068,0.6029138,0.1948606,0,1.187844,0,0,0.7823284,1
36,Leather_stars,1.01793,1.940041,10.03799,0.5381147,0.1932699,0,1.043965,0,0,0.8960765,1
37,Cucumbers,0.5261061,0.6040856,3.309964,0.7500797,0.1825052,1.427469E-07,0.4531122,0,0,0.1509733,0.9999998
38,Urchins,0.6393389,0.5905901,2.856006,0.7367927,0.2067888,3.034384E-07,0.4351422,0,0,0.1554476,0.9999995
39,Helmet_crab,0.8495001,1.957461,9.973307,0.8662834,0.19627,0,1.695716,0,0,0.261745,1
40,Herring_S,2.025272,1.44735,7.920175,0.7532001,0.1827422,0,1.090144,0,0,0.3572058,1
41,Jellies,6.593326,4.918255,29.66776,0.05303075,0.1657778,0,0.2608188,0,0,4.657437,1
42,Deep_infauna_S,50.35398,3.038316,22.98856,0.8942824,0.1321665,0,2.717113,0,0,0.3212035,1
43,Zoopl_near_onmiv,0.1067046,8.025604,25.76606,0.6845505,0.3114797,0,5.493931,0,0,2.531673,1
44,Zoop_omniv,24.75923,12.36225,22.38372,0.8034185,0.5522877,0,9.93206,0,0,2.43019,1
45,Shallow_infauna_S,51.07097,3.83124,22.27907,0.8739266,0.1719659,0,3.348222,0,0,0.4830175,1
46,Meiofauna,4.35497,4.461419,21.66853,0.9526614,0.205894,0,4.250221,0,0,0.2111973,1
47,Deep_infauna_L,29.32358,0.6004693,23.48634,0.9103357,0.02556675,0,0.5466287,0,0,0.05384065,1
48,Snail_crust_S,19.01653,2.280702,10.37206,0.9977059,0.2198891,8.488826E-07,2.275469,0,0,0.005232076,0.9999996
49,Mussels,8.952735,2.291415,9.756001,0.3758924,0.2348724,4.469159E-07,0.8613253,0,0,1.43009,0.9999998
50,Barnacles,8.759216,2.324539,10.13214,0.3344665,0.2294222,0,0.7774802,0,0,1.547058,1
51,Shallow_infauna_clams,12.29673,0.6017246,22.74826,0.6314744,0.02645145,4.032993E-05,0.3799333,0,0,0.2217509,0.999933
52,Zoopl_near_herb,2.396934,27.70753,90.76429,0.7995027,0.3052691,0,22.15225,0,0,5.555286,1
53,Zoopl_herb,29.696,24.23635,48.10338,0.6972852,0.5038388,0,16.89965,0,0,7.336701,1
54,Phyto_near,5.433668,186.9224,0,0.9719892,-9999,0,181.6865,0,0,5.235843,1
55,Phyto_off,10.10318,193.5618,0,0.9523072,-9999,0,184.3303,0,0,9.231498,1
56,Fucus,25.42207,3.943368,0,0.02040371,-9999,0,0.08045934,0,0,3.862908,1
57,Subtidal_kelps,25.16041,4.032596,0,0.1904609,-9999,0,0.7680519,0,0,3.264544,1
58,Macroalgae_other,24.67487,4.006026,0,0.2896531,-9999,0,1.160358,0,0,2.845668,1
59,Eelgrass,25.57776,3.940193,0,0,-9999,0,0,0,0,3.940193,1
60,Nekton_falls,2,-9999,-9999,0.7524413,-9999,0,0,0,-1.25,-2475.339,1
61,Inshore_detritus,19.52,-9999,-9999,0.7164949,-9999,0,0,0,-0.2459016,-2834.767,1
62,Offshore_detritus,114.48,-9999,-9999,0.6076037,-9999,0,0,0,-0.04192872,-3923.57,1
